1.0,"Huge risk
  
","October 26, 2019",Yes,Horrible experience. Had the phone less than a month before it was blacklisted. Reported stolen. However I was able to send the phone back and get a refund. For the price and quality you are better to buy new from Apple.,3
5.0,,"June 2, 2019",No,None,0
5.0,,"July 12, 2019",Yes,Muy bonito y práctico buena resolución. buenas fotos y videos .,4
3.0,"No SIM Card
  
","July 12, 2019",Yes,"No SIM Card, or ear pods, I did not see that in the description of the product. Phone looked brand new when I unboxed",5
4.0,"Almost perfect
  
","November 21, 2019",Yes,"I received the with a few scratches on the screen.  Most were light but one was particularly bothersome.  I decided to keep it anyway.  The seller contacted me and bent over backwards to make me happy.  Ultimately I decided to keep it anyway.  The purchase is risk free as you can exchange or return it and i'm sure this was just an oversight.  The seller is also very customer oriented, so you can be confident they will make it right if there is an issue.",1
4.0,"Can’t download YouTube app
  
","November 23, 2019",Yes,"I thought everything was basically perfect the only thing is it won’t let me download the YouTube App onto my phone, I even spoke with Apple support and went through every which way to try and let me download it but it still wouldn’t let me, im not sure if it’s because I bought its renewed or off of amazon... I honestly don’t really understand exactly what the problem is because it will let me download any other app, it’s alright though I guess I can just watch YouTube off of safari, but yeah basically that was the one and only problem I found with the product other than that it’s great!",2
5.0,"NOT A SCAM, product is amazing!
  
","December 4, 2019",Yes,"Only issue I had was around the back frame of the camera is a little damaged. The camera itself it okay, but again it’s a renewed iPhone so I can’t complain too much :) I was a little worried it was a scam but it indeed is not. The phone works exactly as my current iPhone X does and exceeds my expectations. I can’t wait to give this to my best friend for Christmas.",1
5.0,"Product exactly as advertised
  
","December 16, 2019",Yes,"I was extremely skeptical buying a refurbished phone, but figured the XR is new enough to not have major repairs or damage so I went ahead and bought a red one. The phone came in 3 days from ChubbiesTech and I am not exaggerating but there is not a single scuff or mark anywhere on the phone. It is fully unlocked, I just had to go to Metro for a new SIM (could have used my current SIM but it would have cost $17.99 to change devices so I got a new one). All of the features seem to be working flawlessly. I honestly don't think this phone was ever used. It even has 9 months left of warranty through Apple. All in all I am very happy so far!",1
1.0,"Don’t buy this phone with Networkstore
  
","September 10, 2019",Yes,"This cellphone worked when I turned it on at first but the next day, the screen got blacked and blurred, I’m so mad that the product wasn’t reviewed correctly before selling it and also I bought a renewed iPhone but when I got the product the Warranty Information stated it was refurbished instead. This is the worst purchase I’ve ever done.",3
5.0,"Everything work out fine!
  
","August 26, 2019",Yes,This was my first renewed phone so i was a like nervous about what i was going to get. Thankfully all my worries were unjustified because the phone came in perfect conditions. Not a single scratch and battery status at 100%. But the best thing is that it also came with a apple guarantee that last for 8 months. The seller was Networkstore. Shipping was very fast.,2
